16,5,940,23
16,10,8012,200
16,15,16710,417
32,5,1848,46
32,10,16246,406
32,15,33178,829
64,5,3702,92
64,10,32082,802
64,15,67182,1679
64,5,968,24
64,10,992,24
64,15,986,24
64,5,966,24
64,10,980,24
64,15,994,24
