16,5,916,22
16,10,4252,106
16,15,5688,142
32,5,1770,44
32,10,8648,216
32,15,11382,284
64,5,3538,88
64,10,16996,424
64,15,23300,582
64,5,468,11
64,10,416,10
64,15,450,11
64,5,610,15
64,10,618,15
64,15,676,16
64,5,418,10
64,10,406,10
64,15,434,10
