Forest Size, Forest Depth, Patterns Threshold, Edges Threshold, Test Accuracy, Accuracy drop, F1 Macro drop, ROC AUC drop, Patterns Count,Compression, Training Time, Pruning Time,
25,5,1,0.7,0.786,-0.04699999999999993,-0.04699999999999993,-0.04899999999999993,10,17.54,0:00:00.043074,None,
25,10,1,0.9,0.829,-0.006000000000000005,-0.006000000000000005,-0.006000000000000005,93,11.49,0:00:01.625538,None,
25,15,1,0.9,0.832,0.0040000000000000036,0.0050000000000000044,0.0040000000000000036,193,17.24,0:00:05.288185,None,
50,5,1,0.7,0.783,-0.051999999999999935,-0.051999999999999935,-0.051999999999999935,6,45.45,0:00:00.034205,None,
50,10,1,0.9,0.831,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,157,11.24,0:00:04.052745,None,
50,15,1,0.925,0.832,0.007000000000000006,0.007000000000000006,0.007000000000000006,496,11.49,0:00:16.359375,None,
100,5,1,0.7,0.799,-0.03799999999999992,-0.03799999999999992,-0.03599999999999992,17,22.73,0:00:00.117313,None,
100,10,1,0.85,0.828,0.0,0.0,0.0,133,23.26,0:00:03.186489,None,
100,15,1,0.925,0.831,0.010000000000000009,0.010000000000000009,0.010000000000000009,740,13.7,0:00:33.091277,None,
