Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train R2, Test R2, Test R2 (gain), MAE, MAE (gain), MSE, MSE (gain), Patterns Count, Patterns Ratio, Training Time, Pruning Time
25,15,2,0.925,LinearSVC(max_iter=10000),0.778,0.252,-0.07600000000000001,2.092,0.09899999999999998,7.271,0.7389999999999999,785,0.774,0:09:57.095220,0:00:22.881597
25,15,2,0.925,LogisticRegression(max_iter=10000),0.798,0.381,-0.056999999999999995,1.92,0.10099999999999998,6.016,0.5529999999999999,785,0.774,0:01:59.837317,0:00:22.881597
25,15,2,0.9,MultinomialNB(),-1.509,-1.15,-0.4859999999999999,3.609,0.3820000000000001,20.898,4.719999999999999,740,0.73,0:00:00.046781,0:00:21.804425
25,15,2,0.9,LinearSVC(max_iter=10000),0.76,0.298,-0.030000000000000027,2.048,0.05499999999999994,6.824,0.2919999999999998,740,0.73,0:07:45.954380,0:00:21.804425
25,15,2,0.9,LogisticRegression(max_iter=10000),0.793,0.379,-0.059,1.914,0.09499999999999997,6.034,0.5709999999999997,740,0.73,0:01:52.904446,0:00:21.804425
25,15,2,0.85,MultinomialNB(),-1.815,-1.322,-0.658,3.738,0.5110000000000001,22.567,6.388999999999999,649,0.64,0:00:00.038591,0:00:15.502389
25,15,2,0.85,LinearSVC(max_iter=10000),0.735,0.295,-0.03300000000000003,2.058,0.06499999999999972,6.857,0.3250000000000002,649,0.64,0:07:23.288388,0:00:15.502389
25,15,2,0.85,LogisticRegression(max_iter=10000),0.762,0.374,-0.064,1.934,0.11499999999999999,6.082,0.6189999999999998,649,0.64,0:01:23.405985,0:00:15.502389
25,15,2,0.8,MultinomialNB(),-2.019,-1.45,-0.7859999999999999,3.841,0.6140000000000003,23.811,7.632999999999999,545,0.537,0:00:00.034155,0:00:11.921330
25,15,2,0.8,LinearSVC(max_iter=10000),0.697,0.22,-0.10800000000000001,2.192,0.19900000000000007,7.585,1.053,545,0.537,0:06:44.345036,0:00:11.921330
25,15,2,0.8,LogisticRegression(max_iter=10000),0.737,0.341,-0.09699999999999998,2.007,0.18800000000000017,6.403,0.9399999999999995,545,0.537,0:01:15.451713,0:00:11.921330
25,15,2,0.7,MultinomialNB(),-1.891,-1.235,-0.5710000000000001,3.733,0.5060000000000002,21.72,5.541999999999998,372,0.367,0:00:00.025858,0:00:05.794485
25,15,2,0.7,LinearSVC(max_iter=10000),0.603,0.202,-0.126,2.206,0.21299999999999986,7.758,1.226,372,0.367,0:05:21.264389,0:00:05.794485
25,15,2,0.7,LogisticRegression(max_iter=10000),0.645,0.305,-0.133,2.058,0.23899999999999988,6.753,1.29,372,0.367,0:00:41.627675,0:00:05.794485
25,15,2,0.6,MultinomialNB(),-1.797,-1.453,-0.789,3.867,0.6400000000000001,23.84,7.661999999999999,174,0.172,0:00:00.013167,0:00:01.981314
25,15,2,0.6,LinearSVC(max_iter=10000),0.496,0.048,-0.28,2.42,0.4269999999999998,9.255,2.7230000000000008,174,0.172,0:02:01.035246,0:00:01.981314
25,15,2,0.6,LogisticRegression(max_iter=10000),0.526,0.171,-0.267,2.264,0.44499999999999984,8.06,2.5970000000000004,174,0.172,0:00:29.865754,0:00:01.981314
50,5,1,1,MultinomialNB(),0.344,0.195,0.0,2.278,0.0,7.828,0.0,290,1,0:00:00.020463,0:00:02.587581
50,5,1,1,LinearSVC(max_iter=10000),0.737,0.376,0.0,1.929,0.0,6.064,0.0,290,1,0:02:51.261534,0:00:02.587581
50,5,1,1,LogisticRegression(max_iter=10000),0.784,0.406,0.0,1.883,0.0,5.776,0.0,290,1,0:00:32.220730,0:00:02.587581
50,5,1,0.975,MultinomialNB(),0.281,0.179,-0.016000000000000014,2.295,0.016999999999999904,7.985,0.15700000000000003,247,0.852,0:00:00.017481,0:00:01.857366
50,5,1,0.975,LinearSVC(max_iter=10000),0.729,0.406,0.030000000000000027,1.887,-0.04200000000000004,5.776,-0.28800000000000026,247,0.852,0:02:27.179080,0:00:01.857366
50,5,1,0.975,LogisticRegression(max_iter=10000),0.777,0.418,0.011999999999999955,1.849,-0.03400000000000003,5.658,-0.11799999999999944,247,0.852,0:00:27.400919,0:00:01.857366
50,5,1,0.95,MultinomialNB(),0.279,0.17,-0.024999999999999994,2.307,0.028999999999999915,8.065,0.2369999999999992,220,0.759,0:00:00.017813,0:00:01.453430
50,5,1,0.95,LinearSVC(max_iter=10000),0.718,0.391,0.015000000000000013,1.906,-0.02300000000000013,5.922,-0.14200000000000035,220,0.759,0:02:01.158811,0:00:01.453430
50,5,1,0.95,LogisticRegression(max_iter=10000),0.766,0.406,0.0,1.872,-0.010999999999999899,5.773,-0.0030000000000001137,220,0.759,0:00:24.433863,0:00:01.453430
50,5,1,0.925,MultinomialNB(),0.179,0.109,-0.08600000000000001,2.374,0.09600000000000009,8.662,0.8340000000000005,201,0.693,0:00:00.014851,0:00:01.256876
50,5,1,0.925,LinearSVC(max_iter=10000),0.702,0.382,0.006000000000000005,1.914,-0.015000000000000124,6.01,-0.05400000000000027,201,0.693,0:02:01.388651,0:00:01.256876
50,5,1,0.925,LogisticRegression(max_iter=10000),0.745,0.417,0.010999999999999954,1.851,-0.03200000000000003,5.662,-0.11399999999999988,201,0.693,0:00:21.933555,0:00:01.256876
50,5,1,0.9,MultinomialNB(),0.216,0.114,-0.081,2.37,0.09200000000000008,8.615,0.7869999999999999,185,0.638,0:00:00.014092,0:00:01.181376
50,5,1,0.9,LinearSVC(max_iter=10000),0.698,0.388,0.01200000000000001,1.908,-0.02100000000000013,5.95,-0.11399999999999988,185,0.638,0:01:42.885782,0:00:01.181376
50,5,1,0.9,LogisticRegression(max_iter=10000),0.743,0.428,0.021999999999999964,1.835,-0.04800000000000004,5.555,-0.22100000000000009,185,0.638,0:00:37.149236,0:00:01.181376
50,5,1,0.85,MultinomialNB(),0.099,0.045,-0.15000000000000002,2.455,0.17700000000000005,9.282,1.4539999999999997,155,0.534,0:00:00.012595,0:00:00.902234
50,5,1,0.85,LinearSVC(max_iter=10000),0.669,0.332,-0.043999999999999984,2.003,0.07400000000000007,6.495,0.43100000000000005,155,0.534,0:01:18.309099,0:00:00.902234
50,5,1,0.85,LogisticRegression(max_iter=10000),0.724,0.396,-0.010000000000000009,1.902,0.018999999999999906,5.871,0.09500000000000064,155,0.534,0:00:43.377780,0:00:00.902234
50,5,1,0.8,MultinomialNB(),0.078,0.033,-0.162,2.5,0.22199999999999998,9.395,1.5669999999999993,132,0.455,0:00:00.010303,0:00:00.751673
50,5,1,0.8,LinearSVC(max_iter=10000),0.647,0.304,-0.07200000000000001,2.065,0.1359999999999999,6.764,0.7000000000000002,132,0.455,0:00:50.703728,0:00:00.751673
50,5,1,0.8,LogisticRegression(max_iter=10000),0.693,0.379,-0.027000000000000024,1.938,0.05499999999999994,6.036,0.2599999999999998,132,0.455,0:00:21.924922,0:00:00.751673
50,5,1,0.7,MultinomialNB(),-0.323,-0.26,-0.455,2.805,0.5270000000000001,12.251,4.422999999999999,85,0.293,0:00:00.008537,0:00:00.514452
50,5,1,0.7,LinearSVC(max_iter=10000),0.586,0.287,-0.08900000000000002,2.104,0.17500000000000004,6.926,0.8620000000000001,85,0.293,0:00:29.129326,0:00:00.514452
50,5,1,0.7,LogisticRegression(max_iter=10000),0.622,0.356,-0.050000000000000044,1.985,0.10200000000000009,6.263,0.4870000000000001,85,0.293,0:00:14.365060,0:00:00.514452
50,5,1,0.6,MultinomialNB(),-0.529,-0.409,-0.604,2.932,0.6539999999999999,13.7,5.871999999999999,38,0.131,0:00:00.005229,0:00:00.399864
50,5,1,0.6,LinearSVC(max_iter=10000),0.473,-0.005,-0.381,2.507,0.5780000000000001,9.764,3.6999999999999993,38,0.131,0:00:08.678524,0:00:00.399864
50,5,1,0.6,LogisticRegression(max_iter=10000),0.518,0.18,-0.22600000000000003,2.251,0.3679999999999999,7.975,2.199,38,0.131,0:00:06.152969,0:00:00.399864
50,5,2,1,MultinomialNB(),0.544,0.349,0.0,2.038,0.0,6.324,0.0,123,1,0:00:00.011860,0:00:00.532366
50,5,2,1,LinearSVC(max_iter=10000),0.689,0.371,0.0,1.956,0.0,6.117,0.0,123,1,0:00:40.570757,0:00:00.532366
50,5,2,1,LogisticRegression(max_iter=10000),0.729,0.426,0.0,1.878,0.0,5.579,0.0,123,1,0:00:14.685584,0:00:00.532366
50,5,2,0.975,MultinomialNB(),0.543,0.351,0.0020000000000000018,2.037,-0.0009999999999998899,6.313,-0.01100000000000012,97,0.789,0:00:00.009155,0:00:00.383802
50,5,2,0.975,LinearSVC(max_iter=10000),0.682,0.377,0.006000000000000005,1.958,0.0020000000000000018,6.055,-0.06200000000000028,97,0.789,0:00:27.154606,0:00:00.383802
50,5,2,0.975,LogisticRegression(max_iter=10000),0.725,0.432,0.006000000000000005,1.865,-0.0129999999999999,5.521,-0.05799999999999983,97,0.789,0:00:10.119195,0:00:00.383802
50,5,2,0.95,MultinomialNB(),0.535,0.35,0.0010000000000000009,2.038,0.0,6.319,-0.004999999999999893,87,0.707,0:00:00.008569,0:00:00.340758
50,5,2,0.95,LinearSVC(max_iter=10000),0.678,0.373,0.0020000000000000018,1.958,0.0020000000000000018,6.095,-0.02200000000000024,87,0.707,0:00:25.071933,0:00:00.340758
50,5,2,0.95,LogisticRegression(max_iter=10000),0.715,0.425,-0.0010000000000000009,1.871,-0.006999999999999895,5.591,0.012000000000000455,87,0.707,0:00:14.870489,0:00:00.340758
50,5,2,0.925,MultinomialNB(),0.521,0.322,-0.02699999999999997,2.093,0.05500000000000016,6.594,0.27000000000000046,76,0.618,0:00:00.008042,0:00:00.294850
50,5,2,0.925,LinearSVC(max_iter=10000),0.665,0.357,-0.014000000000000012,1.981,0.025000000000000133,6.253,0.13600000000000012,76,0.618,0:00:19.183913,0:00:00.294850
50,5,2,0.925,LogisticRegression(max_iter=10000),0.705,0.434,0.008000000000000007,1.847,-0.030999999999999917,5.498,-0.08099999999999952,76,0.618,0:00:12.671578,0:00:00.294850
50,5,2,0.9,MultinomialNB(),0.522,0.325,-0.023999999999999966,2.084,0.04600000000000026,6.557,0.23300000000000054,71,0.577,0:00:00.007882,0:00:00.266100
50,5,2,0.9,LinearSVC(max_iter=10000),0.654,0.354,-0.017000000000000015,1.982,0.026000000000000023,6.282,0.16500000000000004,71,0.577,0:00:17.520562,0:00:00.266100
50,5,2,0.9,LogisticRegression(max_iter=10000),0.69,0.43,0.0040000000000000036,1.868,-0.009999999999999787,5.543,-0.03599999999999959,71,0.577,0:00:12.454847,0:00:00.266100
50,5,2,0.85,MultinomialNB(),0.463,0.265,-0.08399999999999996,2.191,0.15300000000000002,7.145,0.8209999999999997,59,0.48,0:00:00.006466,0:00:00.236872
50,5,2,0.85,LinearSVC(max_iter=10000),0.635,0.323,-0.04799999999999999,2.042,0.08599999999999985,6.581,0.4640000000000004,59,0.48,0:00:15.205065,0:00:00.236872
50,5,2,0.85,LogisticRegression(max_iter=10000),0.665,0.405,-0.020999999999999963,1.911,0.03300000000000014,5.782,0.2030000000000003,59,0.48,0:00:10.128672,0:00:00.236872
50,5,2,0.8,MultinomialNB(),0.419,0.247,-0.10199999999999998,2.22,0.18200000000000038,7.32,0.9960000000000004,53,0.431,0:00:00.006221,0:00:00.209094
50,5,2,0.8,LinearSVC(max_iter=10000),0.617,0.305,-0.066,2.072,0.1160000000000001,6.753,0.6360000000000001,53,0.431,0:00:13.085666,0:00:00.209094
50,5,2,0.8,LogisticRegression(max_iter=10000),0.644,0.383,-0.04299999999999998,1.951,0.07300000000000018,5.997,0.41800000000000015,53,0.431,0:00:13.419703,0:00:00.209094
50,5,2,0.7,MultinomialNB(),0.392,0.225,-0.12399999999999997,2.259,0.22100000000000009,7.532,1.2080000000000002,29,0.236,0:00:00.004612,0:00:00.188227
50,5,2,0.7,LinearSVC(max_iter=10000),0.579,0.258,-0.11299999999999999,2.155,0.19899999999999984,7.21,1.093,29,0.236,0:00:05.010590,0:00:00.188227
50,5,2,0.7,LogisticRegression(max_iter=10000),0.604,0.352,-0.07400000000000001,2.001,0.123,6.3,0.7210000000000001,29,0.236,0:00:04.677812,0:00:00.188227
50,5,2,0.6,MultinomialNB(),0.358,0.182,-0.16699999999999998,2.313,0.27500000000000036,7.952,1.6280000000000001,13,0.106,0:00:00.003693,0:00:00.193126
50,5,2,0.6,LinearSVC(max_iter=10000),0.436,-0.124,-0.495,2.675,0.7189999999999999,10.922,4.805000000000001,13,0.106,0:00:01.677577,0:00:00.193126
50,5,2,0.6,LogisticRegression(max_iter=10000),0.491,0.213,-0.213,2.24,0.3620000000000003,7.648,2.069,13,0.106,0:00:02.980020,0:00:00.193126
50,10,1,1,MultinomialNB(),-1.093,-0.986,0.0,3.526,0.0,19.302,0.0,1381,1,0:00:00.082303,0:01:14.245056
50,10,1,1,LinearSVC(max_iter=10000),0.844,0.307,0.0,2.021,0.0,6.731,0.0,1381,1,0:15:32.722160,0:01:14.245056
50,10,1,1,LogisticRegression(max_iter=10000),0.866,0.437,0.0,1.823,0.0,5.468,0.0,1381,1,0:05:05.103523,0:01:14.245056
50,10,1,0.975,MultinomialNB(),-1.255,-1.095,-0.10899999999999999,3.612,0.0860000000000003,20.366,1.064,1203,0.871,0:00:00.073414,0:00:57.027187
50,10,1,0.975,LinearSVC(max_iter=10000),0.818,0.315,0.008000000000000007,1.99,-0.030999999999999917,6.661,-0.07000000000000028,1203,0.871,0:13:45.435009,0:00:57.027187
50,10,1,0.975,LogisticRegression(max_iter=10000),0.851,0.43,-0.007000000000000006,1.834,0.01100000000000012,5.545,0.07699999999999996,1203,0.871,0:03:51.483848,0:00:57.027187
50,10,1,0.95,MultinomialNB(),-1.427,-1.221,-0.2350000000000001,3.704,0.17800000000000038,21.59,2.2880000000000003,1107,0.802,0:00:00.068356,0:00:48.745817
50,10,1,0.95,LinearSVC(max_iter=10000),0.8,0.311,0.0040000000000000036,1.977,-0.04399999999999982,6.697,-0.03399999999999981,1107,0.802,0:13:02.768583,0:00:48.745817
50,10,1,0.95,LogisticRegression(max_iter=10000),0.831,0.434,-0.0030000000000000027,1.831,0.008000000000000007,5.5,0.03200000000000003,1107,0.802,0:03:14.589989,0:00:48.745817
50,10,1,0.925,MultinomialNB(),-1.605,-1.341,-0.355,3.806,0.28000000000000025,22.758,3.4559999999999995,1037,0.751,0:00:00.063847,0:00:42.868573
50,10,1,0.925,LinearSVC(max_iter=10000),0.787,0.257,-0.04999999999999999,2.064,0.04300000000000015,7.222,0.49100000000000055,1037,0.751,0:12:50.038911,0:00:42.868573
50,10,1,0.925,LogisticRegression(max_iter=10000),0.811,0.391,-0.045999999999999985,1.899,0.07600000000000007,5.923,0.45500000000000007,1037,0.751,0:03:04.195770,0:00:42.868573
50,10,1,0.9,MultinomialNB(),-1.805,-1.443,-0.4570000000000001,3.879,0.3530000000000002,23.749,4.446999999999999,973,0.705,0:00:00.060592,0:00:37.836206
50,10,1,0.9,LinearSVC(max_iter=10000),0.771,0.296,-0.01100000000000001,2.029,0.008000000000000007,6.844,0.11300000000000043,973,0.705,0:12:31.475244,0:00:37.836206
50,10,1,0.9,LogisticRegression(max_iter=10000),0.8,0.382,-0.05499999999999999,1.905,0.08200000000000007,6.009,0.5410000000000004,973,0.705,0:02:46.081075,0:00:37.836206
50,10,1,0.85,MultinomialNB(),-2.213,-1.678,-0.692,4.039,0.5129999999999999,26.025,6.722999999999999,841,0.609,0:00:00.052162,0:00:28.313763
50,10,1,0.85,LinearSVC(max_iter=10000),0.746,0.256,-0.05099999999999999,2.092,0.07100000000000017,7.234,0.5030000000000001,841,0.609,0:09:40.374158,0:00:28.313763
50,10,1,0.85,LogisticRegression(max_iter=10000),0.772,0.379,-0.057999999999999996,1.921,0.09800000000000009,6.032,0.5640000000000001,841,0.609,0:02:18.932724,0:00:28.313763
50,10,1,0.8,MultinomialNB(),-2.561,-1.939,-0.9530000000000001,4.19,0.6640000000000006,28.569,9.267,712,0.516,0:00:00.044866,0:00:21.023300
50,10,1,0.8,LinearSVC(max_iter=10000),0.703,0.228,-0.07899999999999999,2.163,0.1419999999999999,7.499,0.7679999999999998,712,0.516,0:10:46.661711,0:00:21.023300
50,10,1,0.8,LogisticRegression(max_iter=10000),0.748,0.346,-0.09100000000000003,1.997,0.17400000000000015,6.36,0.8920000000000003,712,0.516,0:01:42.275793,0:00:21.023300
50,10,1,0.7,MultinomialNB(),-2.325,-1.545,-0.5589999999999999,3.94,0.41400000000000015,24.734,5.432000000000002,472,0.342,0:00:00.030960,0:00:09.832403
50,10,1,0.7,LinearSVC(max_iter=10000),0.603,0.206,-0.101,2.191,0.16999999999999993,7.722,0.9910000000000005,472,0.342,0:07:04.616434,0:00:09.832403
50,10,1,0.7,LogisticRegression(max_iter=10000),0.648,0.303,-0.134,2.051,0.2280000000000002,6.77,1.3019999999999996,472,0.342,0:00:57.125927,0:00:09.832403
50,10,1,0.6,MultinomialNB(),-1.969,-1.535,-0.5489999999999999,3.958,0.4320000000000004,24.635,5.333000000000002,233,0.169,0:00:00.018561,0:00:03.167990
50,10,1,0.6,LinearSVC(max_iter=10000),0.5,0.048,-0.259,2.418,0.39700000000000024,9.257,2.526,233,0.169,0:04:18.638791,0:00:03.167990
50,10,1,0.6,LogisticRegression(max_iter=10000),0.525,0.187,-0.25,2.227,0.4039999999999999,7.903,2.4349999999999996,233,0.169,0:00:45.794201,0:00:03.167990
50,10,2,1,MultinomialNB(),-0.29,-0.333,0.0,2.883,0.0,12.961,0.0,842,1,0:00:00.052657,0:00:28.157623
50,10,2,1,LinearSVC(max_iter=10000),0.816,0.36,0.0,1.946,0.0,6.222,0.0,842,1,0:09:38.227632,0:00:28.157623
50,10,2,1,LogisticRegression(max_iter=10000),0.845,0.444,0.0,1.809,0.0,5.409,0.0,842,1,0:02:28.291701,0:00:28.157623
50,10,2,0.975,MultinomialNB(),-0.407,-0.423,-0.08999999999999997,2.974,0.09100000000000019,13.835,0.8740000000000006,730,0.867,0:00:00.045791,0:00:20.727292
50,10,2,0.975,LinearSVC(max_iter=10000),0.79,0.348,-0.01200000000000001,1.927,-0.018999999999999906,6.337,0.11499999999999932,730,0.867,0:08:44.991801,0:00:20.727292
50,10,2,0.975,LogisticRegression(max_iter=10000),0.832,0.431,-0.013000000000000012,1.834,0.025000000000000133,5.534,0.125,730,0.867,0:01:53.611998,0:00:20.727292
50,10,2,0.95,MultinomialNB(),-0.532,-0.519,-0.186,3.062,0.17899999999999983,14.769,1.8079999999999998,664,0.789,0:00:00.040949,0:00:16.394658
50,10,2,0.95,LinearSVC(max_iter=10000),0.777,0.369,0.009000000000000008,1.901,-0.04499999999999993,6.134,-0.08800000000000008,664,0.789,0:08:23.473051,0:00:16.394658
50,10,2,0.95,LogisticRegression(max_iter=10000),0.815,0.45,0.006000000000000005,1.804,-0.004999999999999893,5.35,-0.05900000000000016,664,0.789,0:01:34.968125,0:00:16.394658
50,10,2,0.925,MultinomialNB(),-0.689,-0.592,-0.25899999999999995,3.14,0.2570000000000001,15.474,2.513,616,0.732,0:00:00.038133,0:00:14.994248
50,10,2,0.925,LinearSVC(max_iter=10000),0.76,0.307,-0.05299999999999999,2.012,0.06600000000000006,6.734,0.5119999999999996,616,0.732,0:08:09.363675,0:00:14.994248
50,10,2,0.925,LogisticRegression(max_iter=10000),0.797,0.399,-0.044999999999999984,1.891,0.08200000000000007,5.84,0.43100000000000005,616,0.732,0:01:26.290344,0:00:14.994248
50,10,2,0.9,MultinomialNB(),-0.822,-0.656,-0.323,3.192,0.30900000000000016,16.1,3.139000000000001,572,0.679,0:00:00.035886,0:00:12.470799
50,10,2,0.9,LinearSVC(max_iter=10000),0.758,0.328,-0.03199999999999997,2.001,0.05499999999999994,6.528,0.30599999999999916,572,0.679,0:07:53.318445,0:00:12.470799
50,10,2,0.9,LogisticRegression(max_iter=10000),0.79,0.405,-0.03899999999999998,1.889,0.08000000000000007,5.783,0.37400000000000055,572,0.679,0:01:20.547283,0:00:12.470799
50,10,2,0.85,MultinomialNB(),-1.018,-0.73,-0.39699999999999996,3.275,0.3919999999999999,16.814,3.8529999999999998,483,0.574,0:00:00.030948,0:00:08.421923
50,10,2,0.85,LinearSVC(max_iter=10000),0.725,0.279,-0.08099999999999996,2.049,0.10299999999999998,7.005,0.7829999999999995,483,0.574,0:07:19.645915,0:00:08.421923
50,10,2,0.85,LogisticRegression(max_iter=10000),0.757,0.386,-0.057999999999999996,1.928,0.119,5.965,0.556,483,0.574,0:01:05.164918,0:00:08.421923
50,10,2,0.8,MultinomialNB(),-1.12,-0.752,-0.419,3.306,0.42300000000000004,17.026,4.0649999999999995,406,0.482,0:00:00.027989,0:00:06.227452
50,10,2,0.8,LinearSVC(max_iter=10000),0.682,0.222,-0.13799999999999998,2.171,0.22499999999999987,7.561,1.3389999999999995,406,0.482,0:06:22.316890,0:00:06.227452
50,10,2,0.8,LogisticRegression(max_iter=10000),0.731,0.338,-0.10599999999999998,2.029,0.21999999999999997,6.436,1.0270000000000001,406,0.482,0:00:48.780397,0:00:06.227452
50,10,2,0.7,MultinomialNB(),-1.228,-0.933,-0.6000000000000001,3.433,0.5499999999999998,18.784,5.822999999999999,274,0.325,0:00:00.019732,0:00:03.188216
50,10,2,0.7,LinearSVC(max_iter=10000),0.592,0.22,-0.13999999999999999,2.165,0.21900000000000008,7.581,1.359,274,0.325,0:03:57.610532,0:00:03.188216
50,10,2,0.7,LogisticRegression(max_iter=10000),0.641,0.309,-0.135,2.05,0.24099999999999988,6.717,1.3079999999999998,274,0.325,0:00:30.159049,0:00:03.188216
50,10,2,0.6,MultinomialNB(),-1.595,-1.314,-0.9810000000000001,3.71,0.827,22.492,9.531,141,0.167,0:00:00.011069,0:00:01.566760
50,10,2,0.6,LinearSVC(max_iter=10000),0.492,0.034,-0.32599999999999996,2.439,0.4930000000000001,9.39,3.168,141,0.167,0:01:21.018796,0:00:01.566760
50,10,2,0.6,LogisticRegression(max_iter=10000),0.523,0.189,-0.255,2.232,0.42300000000000026,7.887,2.4779999999999998,141,0.167,0:00:23.131375,0:00:01.566760
50,15,1,1,MultinomialNB(),-1.417,-1.278,0.0,3.796,0.0,22.141,0.0,1831,1,0:00:00.109703,0:02:09.392979
50,15,1,1,LinearSVC(max_iter=10000),0.866,0.316,0.0,1.997,0.0,6.648,0.0,1831,1,0:17:43.507275,0:02:09.392979
50,15,1,1,LogisticRegression(max_iter=10000),0.879,0.43,0.0,1.841,0.0,5.536,0.0,1831,1,0:07:03.883145,0:02:09.392979
50,15,1,0.975,MultinomialNB(),-1.569,-1.406,-0.1279999999999999,3.903,0.1070000000000002,23.382,1.2410000000000032,1613,0.881,0:00:00.097997,0:01:41.794578
50,15,1,0.975,LinearSVC(max_iter=10000),0.834,0.339,0.02300000000000002,1.973,-0.02400000000000002,6.421,-0.22699999999999942,1613,0.881,0:18:23.617574,0:01:41.794578
50,15,1,0.975,LogisticRegression(max_iter=10000),0.86,0.412,-0.018000000000000016,1.855,0.014000000000000012,5.711,0.1750000000000007,1613,0.881,0:05:25.600935,0:01:41.794578
50,15,1,0.95,MultinomialNB(),-1.726,-1.506,-0.22799999999999998,3.976,0.18000000000000016,24.359,2.2180000000000035,1498,0.818,0:00:00.091990,0:01:27.927643
50,15,1,0.95,LinearSVC(max_iter=10000),0.817,0.31,-0.006000000000000005,1.997,0.0,6.703,0.055000000000000604,1498,0.818,0:17:54.642312,0:01:27.927643
50,15,1,0.95,LogisticRegression(max_iter=10000),0.839,0.43,0.0,1.838,-0.0029999999999998916,5.537,0.001000000000000334,1498,0.818,0:05:09.932371,0:01:27.927643
50,15,1,0.925,MultinomialNB(),-1.912,-1.606,-0.32800000000000007,4.042,0.246,25.333,3.192,1410,0.77,0:00:00.084584,0:01:16.364981
50,15,1,0.925,LinearSVC(max_iter=10000),0.801,0.253,-0.063,2.094,0.09699999999999975,7.263,0.6150000000000002,1410,0.77,0:17:53.586172,0:01:16.364981
50,15,1,0.925,LogisticRegression(max_iter=10000),0.82,0.379,-0.05099999999999999,1.922,0.08099999999999996,6.033,0.4970000000000008,1410,0.77,0:04:52.689735,0:01:16.364981
50,15,1,0.9,MultinomialNB(),-2.056,-1.687,-0.40900000000000003,4.09,0.29400000000000004,26.115,3.974,1332,0.727,0:00:00.079041,0:01:09.148377
50,15,1,0.9,LinearSVC(max_iter=10000),0.785,0.276,-0.03999999999999998,2.066,0.06899999999999973,7.035,0.38700000000000045,1332,0.727,0:17:19.610566,0:01:09.148377
50,15,1,0.9,LogisticRegression(max_iter=10000),0.808,0.384,-0.045999999999999985,1.907,0.06600000000000006,5.989,0.4530000000000003,1332,0.727,0:04:17.377724,0:01:09.148377
50,15,1,0.85,MultinomialNB(),-2.409,-1.925,-0.647,4.255,0.4590000000000001,28.433,6.292000000000002,1161,0.634,0:00:00.069921,0:00:54.399161
50,15,1,0.85,LinearSVC(max_iter=10000),0.753,0.249,-0.067,2.116,0.119,7.295,0.6470000000000002,1161,0.634,0:15:48.318087,0:00:54.399161
50,15,1,0.85,LogisticRegression(max_iter=10000),0.778,0.369,-0.061,1.93,0.08899999999999997,6.135,0.5990000000000002,1161,0.634,0:03:23.797231,0:00:54.399161
50,15,1,0.8,MultinomialNB(),-2.812,-2.221,-0.9430000000000001,4.453,0.6570000000000005,31.305,9.164000000000001,984,0.537,0:00:00.060904,0:00:40.036520
50,15,1,0.8,LinearSVC(max_iter=10000),0.712,0.224,-0.092,2.182,0.18499999999999983,7.541,0.8930000000000007,984,0.537,0:14:31.264803,0:00:40.036520
50,15,1,0.8,LogisticRegression(max_iter=10000),0.75,0.353,-0.07700000000000001,1.989,0.14800000000000013,6.291,0.7550000000000008,984,0.537,0:02:47.563651,0:00:40.036520
50,15,1,0.7,MultinomialNB(),-3.246,-2.272,-0.9939999999999998,4.389,0.5930000000000004,31.808,9.667000000000002,663,0.362,0:00:00.041344,0:00:18.972990
50,15,1,0.7,LinearSVC(max_iter=10000),0.61,0.198,-0.118,2.208,0.21100000000000008,7.791,1.1430000000000007,663,0.362,0:11:39.776745,0:00:18.972990
50,15,1,0.7,LogisticRegression(max_iter=10000),0.652,0.305,-0.125,2.049,0.20799999999999996,6.758,1.2220000000000004,663,0.362,0:01:29.152343,0:00:18.972990
50,15,1,0.6,MultinomialNB(),-2.288,-1.713,-0.43500000000000005,4.149,0.3530000000000002,26.368,4.227,326,0.178,0:00:00.023528,0:00:05.908396
50,15,1,0.6,LinearSVC(max_iter=10000),0.502,0.043,-0.273,2.431,0.43399999999999994,9.303,2.655000000000001,326,0.178,0:07:25.786342,0:00:05.908396
50,15,1,0.6,LogisticRegression(max_iter=10000),0.525,0.184,-0.246,2.234,0.393,7.932,2.396000000000001,326,0.178,0:00:33.961859,0:00:05.908396
50,15,2,1,MultinomialNB(),-1.35,-1.174,0.0,3.689,0.0,21.127,0.0,1522,1,0:00:00.092233,0:01:31.632984
50,15,2,1,LinearSVC(max_iter=10000),0.858,0.299,0.0,2.042,0.0,6.812,0.0,1522,1,0:16:37.357682,0:01:31.632984
50,15,2,1,LogisticRegression(max_iter=10000),0.873,0.424,0.0,1.855,0.0,5.6,0.0,1522,1,0:05:51.769724,0:01:31.632984
50,15,2,0.975,MultinomialNB(),-1.514,-1.271,-0.09699999999999998,3.771,0.08199999999999985,22.078,0.9510000000000005,1360,0.894,0:00:00.082413,0:01:13.387659
50,15,2,0.975,LinearSVC(max_iter=10000),0.827,0.337,0.038000000000000034,1.989,-0.052999999999999714,6.44,-0.3719999999999999,1360,0.894,1:04:25.970276,0:01:13.387659
50,15,2,0.975,LogisticRegression(max_iter=10000),0.856,0.407,-0.017000000000000015,1.872,0.017000000000000126,5.76,0.16000000000000014,1360,0.894,0:06:21.229210,0:01:13.387659
