Forest Size, Forest Depth, Nodes Count, Model Size (KB), 
25,5,1569,39
25,10,24229,605
25,15,69791,1744
50,5,3114,77
50,10,47906,1197
50,15,143156,3578
100,5,6270,156
100,10,96022,2400
100,15,285428,7135
