16,5,936,23
16,10,6332,158
16,15,10472,261
32,5,1932,48
32,10,13160,329
32,15,21240,531
64,5,3798,94
64,10,25990,649
64,15,41976,1049
64,5,1606,40
64,10,2016,50
64,15,2042,51
64,5,1646,41
64,10,2124,53
64,15,2068,51
64,5,1650,41
64,10,2136,53
64,15,2118,52
