Epoch, Train Loss, Valid Loss, Accuracy 
1,3.168179590020487,3.1610171972204086,0.4
2,3.1610171972204086,3.153856274822275,0.4
3,3.153856274822275,3.1466968409735214,0.4
4,3.1466968409735214,3.139538914041603,0.4
5,3.139538914041603,3.132382512616514,0.4
6,3.132382512616514,3.1252276555132936,0.4
7,3.1252276555132936,3.1180743617746076,0.4
8,3.1180743617746076,3.110922650673243,0.4
9,3.110922650673243,3.103772541714778,0.4
10,3.103772541714778,3.096624054640146,0.4
11,3.096624054640146,3.0894772094282965,0.4
12,3.0894772094282965,3.0823320262988263,0.4
13,3.0823320262988263,3.0751885257147027,0.4
14,3.0751885257147027,3.068046728384953,0.4
15,3.068046728384953,3.0609066552673694,0.4
16,3.0609066552673694,3.053768327571318,0.4
17,3.053768327571318,3.046631766760469,0.4
18,3.046631766760469,3.03949699455562,0.4
19,3.03949699455562,3.032364032937519,0.4
20,3.032364032937519,3.025232904149713,0.4
21,3.025232904149713,3.0181036307014075,0.4
22,3.0181036307014075,3.010976235370381,0.4
23,3.010976235370381,3.0038507412058886,0.4
24,3.0038507412058886,2.996727171531608,0.4
25,2.996727171531608,2.989605549948615,0.4
26,2.989605549948615,2.982485900338348,0.4
27,2.982485900338348,2.975368246865648,0.4
28,2.975368246865648,2.9682526139817655,0.4
29,2.9682526139817655,2.9611390264274347,0.4
30,2.9611390264274347,2.954027509235959,0.4
31,2.954027509235959,2.9469180877362797,0.4
32,2.9469180877362797,2.939810787556152,0.4
33,2.939810787556152,2.9327056346252425,0.4
34,2.9327056346252425,2.925602655178342,0.4
35,2.925602655178342,2.91850187575852,0.4
36,2.91850187575852,2.9114033232203624,0.4
37,2.9114033232203624,2.904307024733195,0.4
38,2.904307024733195,2.897213007784353,0.4
39,2.897213007784353,2.890121300182442,0.4
40,2.890121300182442,2.883031930060656,0.4
41,2.883031930060656,2.875944925880069,0.4
42,2.875944925880069,2.868860316433006,0.4
43,2.868860316433006,2.861778130846404,0.4
44,2.861778130846404,2.8546983985851444,0.4
45,2.8546983985851444,2.8476211494555193,0.4
46,2.8476211494555193,2.840546413608605,0.4
47,2.840546413608605,2.8334742215437214,0.4
48,2.8334742215437214,2.826404604111884,0.4
49,2.826404604111884,2.8193375925192603,0.4
50,2.8193375925192603,2.8122732183307115,0.4
