16,5,980,24
16,10,12752,318
16,15,43998,1099
32,5,1956,48
32,10,25268,631
32,15,86556,2163
64,5,3908,97
64,10,50620,1265
64,15,175186,4379
64,5,436,10
64,10,454,11
64,15,420,10
64,5,444,11
64,10,452,11
64,15,404,10
64,5,444,11
64,10,452,11
64,15,404,10
