Forest Size, Forest depth, R2, MAE, MSE, 
64, 5, 0.1811919012511759,0.5081632653061224,0.8055926959926677, 
64, 10, 0.36915728241049717,0.39387755102040817,0.7071067811865476, 
64, 15, 0.4412535929921546,0.34285714285714286,0.6654751256486924, 
