Forest Size, Forest depth, Accuracy, F1_macro, F1_micro, AUC ROC, 
25, 5, 0.6614,0.6450702546502058,0.6614,0, 
25, 10, 0.8814,0.8834334038658407,0.8814,0, 
25, 15, 0.9872,0.9871524032748126,0.9872,0, 
50, 5, 0.681,0.6601272869660596,0.681,0, 
50, 10, 0.8956,0.8974071583250733,0.8956,0, 
50, 15, 0.9918,0.9917662655271948,0.9918,0, 
100, 5, 0.6766,0.6602608369191272,0.6766,0, 
100, 10, 0.9056,0.9073210151447018,0.9056,0, 
100, 15, 0.994,0.9939422909250919,0.994,0, 
