Forest Size, Forest depth, R2, MAE, RMSE, 
64, 5, 0.6956020257851123,1.2129939718687206,1.7227448930443479, 
64, 10, 0.8133492900153803,0.899531145344943,1.3490092119719808, 
64, 15, 0.8389047055892774,0.855324849296718,1.2532609841691886, 
