16,5,842,21
16,10,1982,49
16,15,2098,52
32,5,1628,40
32,10,3782,94
32,15,4080,102
64,5,3144,78
64,10,7482,187
64,15,8324,208
16,5,842,21
16,10,1982,49
16,15,2098,52
32,5,1628,40
32,10,3782,94
32,15,4080,102
64,5,3144,78
64,10,7482,187
64,15,8324,208
64,5,1296,32
64,10,1390,34
64,15,1334,33
64,5,1236,30
64,10,1300,32
64,15,1270,31
64,5,1262,31
64,10,1370,34
64,15,1350,33
