16,5,930,23
16,10,8510,212
16,15,22906,572
32,5,1858,46
32,10,18078,451
32,15,45194,1129
64,5,3722,93
64,10,35780,894
64,15,87148,2178
16,5,930,23
16,10,8510,212
16,15,22906,572
32,5,1858,46
32,10,18078,451
32,15,45194,1129
64,5,3722,93
64,10,35780,894
64,15,87148,2178
64,5,494,12
64,10,668,16
64,15,650,16
64,5,552,13
64,10,626,15
64,15,560,14
64,5,552,13
64,10,626,15
64,15,560,14
