Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train R2, Test R2, Test R2 (gain), MAE, MAE (gain), MSE, MSE (gain), Patterns Count, Patterns Ratio, Training Time, Pruning Time
25,15,2,0.85,LinearSVC(max_iter=10000),0.074,-0.026,-0.071,0.609,0.019000000000000017,0.813,0.05599999999999994,138,0.468,0:00:23.430875,0:00:00.569827
25,15,2,0.85,LogisticRegression(max_iter=10000),0.095,-0.018,-0.099,0.601,0.02100000000000002,0.807,0.07800000000000007,138,0.468,0:00:05.942079,0:00:00.569827
25,15,2,0.8,MultinomialNB(),-1.181,-1.09,0.07899999999999996,0.979,-0.02399999999999991,1.656,-0.06300000000000017,115,0.39,0:00:00.007092,0:00:00.448957
25,15,2,0.8,LinearSVC(max_iter=10000),0.052,-0.036,-0.08099999999999999,0.609,0.019000000000000017,0.821,0.06399999999999995,115,0.39,0:00:21.353738,0:00:00.448957
25,15,2,0.8,LogisticRegression(max_iter=10000),0.07,-0.017,-0.098,0.598,0.018000000000000016,0.806,0.07700000000000007,115,0.39,0:00:05.054484,0:00:00.448957
25,15,2,0.7,MultinomialNB(),-1.286,-1.2,-0.030999999999999917,1.003,0.0,1.744,0.02499999999999991,75,0.254,0:00:00.005326,0:00:00.337466
25,15,2,0.7,LinearSVC(max_iter=10000),0.054,-0.011,-0.055999999999999994,0.601,0.01100000000000001,0.801,0.04400000000000004,75,0.254,0:00:09.647765,0:00:00.337466
25,15,2,0.7,LogisticRegression(max_iter=10000),0.08,-0.005,-0.08600000000000001,0.605,0.025000000000000022,0.797,0.06800000000000006,75,0.254,0:00:02.994410,0:00:00.337466
25,15,2,0.6,MultinomialNB(),-1.25,-1.365,-0.19599999999999995,1.04,0.037000000000000144,1.874,0.15500000000000003,37,0.125,0:00:00.003998,0:00:00.290616
25,15,2,0.6,LinearSVC(max_iter=10000),0.01,-0.061,-0.106,0.608,0.018000000000000016,0.841,0.08399999999999996,37,0.125,0:00:03.121214,0:00:00.290616
25,15,2,0.6,LogisticRegression(max_iter=10000),0.016,-0.018,-0.099,0.589,0.009000000000000008,0.807,0.07800000000000007,37,0.125,0:00:01.344289,0:00:00.290616
50,5,1,1,MultinomialNB(),-0.892,-0.76,0.0,0.893,0.0,1.395,0.0,164,1,0:00:00.008277,0:00:00.651764
50,5,1,1,LinearSVC(max_iter=10000),0.142,0.019,0.0,0.596,0.0,0.778,0.0,164,1,0:00:30.673340,0:00:00.651764
50,5,1,1,LogisticRegression(max_iter=10000),0.181,0.052,0.0,0.588,0.0,0.751,0.0,164,1,0:00:06.910958,0:00:00.651764
50,5,1,0.975,MultinomialNB(),-0.951,-0.796,-0.03600000000000003,0.897,0.0040000000000000036,1.423,0.028000000000000025,136,0.829,0:00:00.007071,0:00:00.436959
50,5,1,0.975,LinearSVC(max_iter=10000),0.105,0.028,0.009000000000000001,0.589,-0.007000000000000006,0.77,-0.008000000000000007,136,0.829,0:00:19.471536,0:00:00.436959
50,5,1,0.975,LogisticRegression(max_iter=10000),0.132,0.041,-0.010999999999999996,0.593,0.0050000000000000044,0.76,0.009000000000000008,136,0.829,0:00:05.660217,0:00:00.436959
50,5,1,0.95,MultinomialNB(),-0.991,-0.819,-0.05899999999999994,0.907,0.014000000000000012,1.442,0.04699999999999993,121,0.738,0:00:00.007461,0:00:00.381792
50,5,1,0.95,LinearSVC(max_iter=10000),0.108,0.02,0.0010000000000000009,0.591,-0.0050000000000000044,0.777,-0.0010000000000000009,121,0.738,0:00:19.221655,0:00:00.381792
50,5,1,0.95,LogisticRegression(max_iter=10000),0.125,0.054,0.0020000000000000018,0.587,-0.0010000000000000009,0.75,-0.0010000000000000009,121,0.738,0:00:06.039910,0:00:00.381792
50,5,1,0.925,MultinomialNB(),-0.997,-0.896,-0.136,0.928,0.03500000000000003,1.503,0.10799999999999987,114,0.695,0:00:00.006293,0:00:00.308609
50,5,1,0.925,LinearSVC(max_iter=10000),0.107,0.007,-0.012,0.591,-0.0050000000000000044,0.787,0.009000000000000008,114,0.695,0:00:14.947000,0:00:00.308609
50,5,1,0.925,LogisticRegression(max_iter=10000),0.125,0.055,0.0030000000000000027,0.58,-0.008000000000000007,0.749,-0.0020000000000000018,114,0.695,0:00:04.999878,0:00:00.308609
50,5,1,0.9,MultinomialNB(),-1.085,-0.948,-0.18799999999999994,0.944,0.050999999999999934,1.544,0.14900000000000002,105,0.64,0:00:00.005999,0:00:00.316344
50,5,1,0.9,LinearSVC(max_iter=10000),0.101,0.007,-0.012,0.591,-0.0050000000000000044,0.787,0.009000000000000008,105,0.64,0:00:13.820369,0:00:00.316344
50,5,1,0.9,LogisticRegression(max_iter=10000),0.107,0.027,-0.024999999999999998,0.588,0.0,0.771,0.020000000000000018,105,0.64,0:00:04.462812,0:00:00.316344
50,5,1,0.85,MultinomialNB(),-1.177,-1.035,-0.2749999999999999,0.96,0.06699999999999995,1.613,0.21799999999999997,92,0.561,0:00:00.005702,0:00:00.264902
50,5,1,0.85,LinearSVC(max_iter=10000),0.067,-0.016,-0.035,0.603,0.007000000000000006,0.805,0.027000000000000024,92,0.561,0:00:12.804335,0:00:00.264902
50,5,1,0.85,LogisticRegression(max_iter=10000),0.086,0.01,-0.041999999999999996,0.601,0.013000000000000012,0.785,0.03400000000000003,92,0.561,0:00:03.362184,0:00:00.264902
50,5,1,0.8,MultinomialNB(),-1.233,-1.091,-0.33099999999999996,0.971,0.07799999999999996,1.657,0.262,74,0.451,0:00:00.004911,0:00:00.233633
50,5,1,0.8,LinearSVC(max_iter=10000),0.045,-0.035,-0.054000000000000006,0.602,0.006000000000000005,0.82,0.041999999999999926,74,0.451,0:00:08.891281,0:00:00.233633
50,5,1,0.8,LogisticRegression(max_iter=10000),0.064,-0.008,-0.06,0.603,0.015000000000000013,0.799,0.04800000000000004,74,0.451,0:00:03.074926,0:00:00.233633
50,5,1,0.7,MultinomialNB(),-1.351,-1.231,-0.4710000000000001,1.007,0.11399999999999988,1.768,0.373,47,0.287,0:00:00.004569,0:00:00.172992
50,5,1,0.7,LinearSVC(max_iter=10000),0.043,-0.029,-0.048,0.603,0.007000000000000006,0.815,0.03699999999999992,47,0.287,0:00:04.661808,0:00:00.172992
50,5,1,0.7,LogisticRegression(max_iter=10000),0.067,-0.004,-0.055999999999999994,0.606,0.018000000000000016,0.796,0.04500000000000004,47,0.287,0:00:01.406638,0:00:00.172992
50,5,1,0.6,MultinomialNB(),-1.242,-1.373,-0.613,1.034,0.14100000000000001,1.881,0.486,24,0.146,0:00:00.004085,0:00:00.159865
50,5,1,0.6,LinearSVC(max_iter=10000),0.006,-0.029,-0.048,0.591,-0.0050000000000000044,0.815,0.03699999999999992,24,0.146,0:00:01.667968,0:00:00.159865
50,5,1,0.6,LogisticRegression(max_iter=10000),0.01,-0.022,-0.074,0.588,0.0,0.81,0.05900000000000005,24,0.146,0:00:00.850327,0:00:00.159865
50,5,2,1,MultinomialNB(),-0.796,-0.641,0.0,0.828,0.0,1.301,0.0,91,1,0:00:00.005826,0:00:00.208891
50,5,2,1,LinearSVC(max_iter=10000),0.099,-0.043,0.0,0.612,0.0,0.827,0.0,91,1,0:00:10.512285,0:00:00.208891
50,5,2,1,LogisticRegression(max_iter=10000),0.126,0.01,0.0,0.601,0.0,0.785,0.0,91,1,0:00:03.666727,0:00:00.208891
50,5,2,0.975,MultinomialNB(),-0.838,-0.688,-0.04699999999999993,0.842,0.014000000000000012,1.338,0.037000000000000144,75,0.824,0:00:00.004730,0:00:00.151309
50,5,2,0.975,LinearSVC(max_iter=10000),0.1,-0.033,0.009999999999999995,0.612,0.0,0.818,-0.009000000000000008,75,0.824,0:00:07.772060,0:00:00.151309
50,5,2,0.975,LogisticRegression(max_iter=10000),0.114,0.018,0.007999999999999998,0.599,-0.0020000000000000018,0.779,-0.006000000000000005,75,0.824,0:00:02.949820,0:00:00.151309
50,5,2,0.95,MultinomialNB(),-0.889,-0.692,-0.050999999999999934,0.841,0.013000000000000012,1.341,0.040000000000000036,65,0.714,0:00:00.004443,0:00:00.139934
50,5,2,0.95,LinearSVC(max_iter=10000),0.101,-0.009,0.033999999999999996,0.606,-0.006000000000000005,0.8,-0.026999999999999913,65,0.714,0:00:05.992073,0:00:00.139934
50,5,2,0.95,LogisticRegression(max_iter=10000),0.105,0.018,0.007999999999999998,0.605,0.0040000000000000036,0.779,-0.006000000000000005,65,0.714,0:00:02.220633,0:00:00.139934
50,5,2,0.925,MultinomialNB(),-0.91,-0.715,-0.07399999999999995,0.849,0.02100000000000002,1.359,0.05800000000000005,62,0.681,0:00:00.004507,0:00:00.134574
50,5,2,0.925,LinearSVC(max_iter=10000),0.102,-0.014,0.028999999999999998,0.604,-0.008000000000000007,0.804,-0.02299999999999991,62,0.681,0:00:06.295668,0:00:00.134574
50,5,2,0.925,LogisticRegression(max_iter=10000),0.106,0.019,0.009,0.6,-0.0010000000000000009,0.778,-0.007000000000000006,62,0.681,0:00:02.062085,0:00:00.134574
50,5,2,0.9,MultinomialNB(),-0.974,-0.755,-0.11399999999999999,0.86,0.03200000000000003,1.391,0.09000000000000008,55,0.604,0:00:00.004167,0:00:00.119037
50,5,2,0.9,LinearSVC(max_iter=10000),0.076,-0.031,0.011999999999999997,0.611,-0.0010000000000000009,0.817,-0.010000000000000009,55,0.604,0:00:04.950513,0:00:00.119037
50,5,2,0.9,LogisticRegression(max_iter=10000),0.109,-0.012,-0.022,0.61,0.009000000000000008,0.802,0.017000000000000015,55,0.604,0:00:01.830173,0:00:00.119037
50,5,2,0.85,MultinomialNB(),-1.088,-0.867,-0.22599999999999998,0.89,0.062000000000000055,1.48,0.17900000000000005,48,0.527,0:00:00.004263,0:00:00.105617
50,5,2,0.85,LinearSVC(max_iter=10000),0.042,-0.079,-0.036000000000000004,0.635,0.02300000000000002,0.855,0.028000000000000025,48,0.527,0:00:04.543223,0:00:00.105617
50,5,2,0.85,LogisticRegression(max_iter=10000),0.06,-0.058,-0.068,0.635,0.03400000000000003,0.839,0.05399999999999994,48,0.527,0:00:01.373239,0:00:00.105617
50,5,2,0.8,MultinomialNB(),-1.192,-0.994,-0.353,0.915,0.08700000000000008,1.581,0.28,40,0.44,0:00:00.003768,0:00:00.099884
50,5,2,0.8,LinearSVC(max_iter=10000),0.044,-0.056,-0.013000000000000005,0.62,0.008000000000000007,0.837,0.010000000000000009,40,0.44,0:00:03.563539,0:00:00.099884
50,5,2,0.8,LogisticRegression(max_iter=10000),0.054,-0.06,-0.06999999999999999,0.634,0.03300000000000003,0.84,0.05499999999999994,40,0.44,0:00:01.246294,0:00:00.099884
50,5,2,0.7,MultinomialNB(),-1.404,-1.19,-0.5489999999999999,0.979,0.15100000000000002,1.736,0.43500000000000005,27,0.297,0:00:00.004204,0:00:00.090751
50,5,2,0.7,LinearSVC(max_iter=10000),0.031,-0.057,-0.014000000000000005,0.615,0.0030000000000000027,0.838,0.01100000000000001,27,0.297,0:00:01.681893,0:00:00.090751
50,5,2,0.7,LogisticRegression(max_iter=10000),0.058,-0.052,-0.062,0.621,0.020000000000000018,0.834,0.04899999999999993,27,0.297,0:00:00.821258,0:00:00.090751
50,5,2,0.6,MultinomialNB(),-1.219,-1.211,-0.5700000000000001,0.948,0.12,1.752,0.45100000000000007,12,0.132,0:00:00.003033,0:00:00.086592
50,5,2,0.6,LinearSVC(max_iter=10000),0,-0.054,-0.011000000000000003,0.605,-0.007000000000000006,0.836,0.009000000000000008,12,0.132,0:00:00.510811,0:00:00.086592
50,5,2,0.6,LogisticRegression(max_iter=10000),0.009,-0.043,-0.053,0.6,-0.0010000000000000009,0.827,0.041999999999999926,12,0.132,0:00:00.490531,0:00:00.086592
50,10,1,1,MultinomialNB(),-1.196,-1.087,0.0,0.97,0.0,1.654,0.0,352,1,0:00:00.013996,0:00:02.293582
50,10,1,1,LinearSVC(max_iter=10000),0.244,0.078,0.0,0.576,0.0,0.731,0.0,352,1,0:01:56.735380,0:00:02.293582
50,10,1,1,LogisticRegression(max_iter=10000),0.247,0.095,0.0,0.572,0.0,0.717,0.0,352,1,0:00:10.799151,0:00:02.293582
50,10,1,0.975,MultinomialNB(),-1.475,-1.285,-0.19799999999999995,1.032,0.062000000000000055,1.811,0.15700000000000003,246,0.699,0:00:00.011362,0:00:01.330577
50,10,1,0.975,LinearSVC(max_iter=10000),0.183,0.043,-0.035,0.587,0.01100000000000001,0.758,0.027000000000000024,246,0.699,0:01:10.478302,0:00:01.330577
50,10,1,0.975,LogisticRegression(max_iter=10000),0.202,0.074,-0.021000000000000005,0.579,0.007000000000000006,0.734,0.017000000000000015,246,0.699,0:00:06.373320,0:00:01.330577
50,10,1,0.95,MultinomialNB(),-1.586,-1.392,-0.30499999999999994,1.057,0.08699999999999997,1.896,0.242,211,0.599,0:00:00.010402,0:00:01.092041
50,10,1,0.95,LinearSVC(max_iter=10000),0.171,0.063,-0.015,0.576,0.0,0.743,0.01200000000000001,211,0.599,0:00:57.426201,0:00:01.092041
50,10,1,0.95,LogisticRegression(max_iter=10000),0.176,0.083,-0.011999999999999997,0.573,0.0010000000000000009,0.727,0.010000000000000009,211,0.599,0:00:05.550885,0:00:01.092041
50,10,1,0.925,MultinomialNB(),-1.689,-1.516,-0.42900000000000005,1.08,0.1100000000000001,1.994,0.3400000000000001,189,0.537,0:00:00.008659,0:00:00.868834
50,10,1,0.925,LinearSVC(max_iter=10000),0.146,0.014,-0.064,0.586,0.010000000000000009,0.782,0.051000000000000045,189,0.537,0:00:37.959410,0:00:00.868834
50,10,1,0.925,LogisticRegression(max_iter=10000),0.149,0.049,-0.046,0.587,0.015000000000000013,0.754,0.03700000000000003,189,0.537,0:00:04.782505,0:00:00.868834
50,10,1,0.9,MultinomialNB(),-1.235,-1.074,0.0129999999999999,0.977,0.007000000000000006,1.644,-0.010000000000000009,168,0.477,0:00:00.008162,0:00:00.849417
50,10,1,0.9,LinearSVC(max_iter=10000),0.11,0.019,-0.059,0.586,0.010000000000000009,0.778,0.04700000000000004,168,0.477,0:00:34.543071,0:00:00.849417
50,10,1,0.9,LogisticRegression(max_iter=10000),0.134,0.049,-0.046,0.581,0.009000000000000008,0.754,0.03700000000000003,168,0.477,0:00:06.912966,0:00:00.849417
50,10,1,0.85,MultinomialNB(),-1.195,-1.055,0.03200000000000003,0.973,0.0030000000000000027,1.629,-0.02499999999999991,138,0.392,0:00:00.007056,0:00:00.630117
50,10,1,0.85,LinearSVC(max_iter=10000),0.074,-0.026,-0.104,0.609,0.03300000000000003,0.813,0.08199999999999996,138,0.392,0:00:27.804474,0:00:00.630117
50,10,1,0.85,LogisticRegression(max_iter=10000),0.096,-0.018,-0.113,0.601,0.029000000000000026,0.807,0.09000000000000008,138,0.392,0:00:05.411810,0:00:00.630117
50,10,1,0.8,MultinomialNB(),-1.181,-1.09,-0.0030000000000001137,0.979,0.009000000000000008,1.656,0.0020000000000000018,115,0.327,0:00:00.007515,0:00:00.517543
50,10,1,0.8,LinearSVC(max_iter=10000),0.052,-0.036,-0.11399999999999999,0.609,0.03300000000000003,0.821,0.08999999999999997,115,0.327,0:00:19.118420,0:00:00.517543
50,10,1,0.8,LogisticRegression(max_iter=10000),0.07,-0.017,-0.112,0.598,0.026000000000000023,0.806,0.08900000000000008,115,0.327,0:00:06.633754,0:00:00.517543
50,10,1,0.7,MultinomialNB(),-1.286,-1.2,-0.11299999999999999,1.003,0.03299999999999992,1.744,0.09000000000000008,75,0.213,0:00:00.004823,0:00:00.405106
50,10,1,0.7,LinearSVC(max_iter=10000),0.054,-0.011,-0.089,0.601,0.025000000000000022,0.801,0.07000000000000006,75,0.213,0:00:09.210749,0:00:00.405106
50,10,1,0.7,LogisticRegression(max_iter=10000),0.08,-0.002,-0.097,0.604,0.03200000000000003,0.794,0.07700000000000007,75,0.213,0:00:03.975359,0:00:00.405106
50,10,1,0.6,MultinomialNB(),-1.25,-1.365,-0.278,1.04,0.07000000000000006,1.874,0.2200000000000002,37,0.105,0:00:00.003729,0:00:00.368866
50,10,1,0.6,LinearSVC(max_iter=10000),0.01,-0.061,-0.139,0.608,0.03200000000000003,0.841,0.10999999999999999,37,0.105,0:00:03.293286,0:00:00.368866
50,10,1,0.6,LogisticRegression(max_iter=10000),0.017,-0.018,-0.113,0.589,0.017000000000000015,0.807,0.09000000000000008,37,0.105,0:00:01.427765,0:00:00.368866
50,10,2,1,MultinomialNB(),-1.226,-1.114,0.0,0.976,0.0,1.676,0.0,302,1,0:00:00.013930,0:00:01.741482
50,10,2,1,LinearSVC(max_iter=10000),0.222,0.068,0.0,0.582,0.0,0.739,0.0,302,1,0:01:35.225369,0:00:01.741482
50,10,2,1,LogisticRegression(max_iter=10000),0.23,0.087,0.0,0.574,0.0,0.723,0.0,302,1,0:00:08.462814,0:00:01.741482
50,10,2,0.975,MultinomialNB(),-1.444,-1.236,-0.12199999999999989,1.019,0.04299999999999993,1.772,0.09600000000000009,238,0.788,0:00:00.011150,0:00:01.242416
50,10,2,0.975,LinearSVC(max_iter=10000),0.176,0.043,-0.02500000000000001,0.587,0.0050000000000000044,0.758,0.019000000000000017,238,0.788,0:01:19.900436,0:00:01.242416
50,10,2,0.975,LogisticRegression(max_iter=10000),0.191,0.078,-0.008999999999999994,0.582,0.008000000000000007,0.731,0.008000000000000007,238,0.788,0:00:06.047322,0:00:01.242416
50,10,2,0.95,MultinomialNB(),-1.585,-1.409,-0.29499999999999993,1.06,0.08400000000000007,1.909,0.2330000000000001,208,0.689,0:00:00.009914,0:00:01.036416
50,10,2,0.95,LinearSVC(max_iter=10000),0.163,0.049,-0.019000000000000003,0.581,-0.0010000000000000009,0.754,0.015000000000000013,208,0.689,0:00:53.360159,0:00:01.036416
50,10,2,0.95,LogisticRegression(max_iter=10000),0.173,0.074,-0.012999999999999998,0.579,0.0050000000000000044,0.734,0.01100000000000001,208,0.689,0:00:05.374896,0:00:01.036416
50,10,2,0.925,MultinomialNB(),-1.605,-1.401,-0.2869999999999999,1.058,0.08200000000000007,1.903,0.2270000000000001,188,0.623,0:00:00.008684,0:00:00.897917
50,10,2,0.925,LinearSVC(max_iter=10000),0.148,0.006,-0.062000000000000006,0.59,0.008000000000000007,0.788,0.049000000000000044,188,0.623,0:00:47.148185,0:00:00.897917
50,10,2,0.925,LogisticRegression(max_iter=10000),0.143,0.047,-0.039999999999999994,0.588,0.014000000000000012,0.755,0.03200000000000003,188,0.623,0:00:04.352419,0:00:00.897917
50,10,2,0.9,MultinomialNB(),-1.235,-1.074,0.040000000000000036,0.977,0.0010000000000000009,1.644,-0.03200000000000003,168,0.556,0:00:00.008560,0:00:00.796812
50,10,2,0.9,LinearSVC(max_iter=10000),0.11,0.019,-0.049,0.586,0.0040000000000000036,0.778,0.039000000000000035,168,0.556,0:00:35.005186,0:00:00.796812
50,10,2,0.9,LogisticRegression(max_iter=10000),0.134,0.049,-0.03799999999999999,0.581,0.007000000000000006,0.754,0.031000000000000028,168,0.556,0:00:07.103712,0:00:00.796812
50,10,2,0.85,MultinomialNB(),-1.195,-1.055,0.05900000000000016,0.973,-0.0030000000000000027,1.629,-0.04699999999999993,138,0.457,0:00:00.007750,0:00:00.582589
50,10,2,0.85,LinearSVC(max_iter=10000),0.074,-0.026,-0.094,0.609,0.027000000000000024,0.813,0.07399999999999995,138,0.457,0:00:25.257896,0:00:00.582589
50,10,2,0.85,LogisticRegression(max_iter=10000),0.096,-0.018,-0.105,0.601,0.027000000000000024,0.807,0.08400000000000007,138,0.457,0:00:05.384504,0:00:00.582589
50,10,2,0.8,MultinomialNB(),-1.181,-1.09,0.02400000000000002,0.979,0.0030000000000000027,1.656,-0.020000000000000018,115,0.381,0:00:00.007356,0:00:00.459534
50,10,2,0.8,LinearSVC(max_iter=10000),0.052,-0.036,-0.10400000000000001,0.609,0.027000000000000024,0.821,0.08199999999999996,115,0.381,0:00:17.883117,0:00:00.459534
50,10,2,0.8,LogisticRegression(max_iter=10000),0.07,-0.017,-0.104,0.598,0.02400000000000002,0.806,0.08300000000000007,115,0.381,0:00:06.847448,0:00:00.459534
50,10,2,0.7,MultinomialNB(),-1.286,-1.2,-0.08599999999999985,1.003,0.026999999999999913,1.744,0.06800000000000006,75,0.248,0:00:00.005547,0:00:00.314526
50,10,2,0.7,LinearSVC(max_iter=10000),0.054,-0.011,-0.079,0.601,0.019000000000000017,0.801,0.062000000000000055,75,0.248,0:00:08.063749,0:00:00.314526
50,10,2,0.7,LogisticRegression(max_iter=10000),0.08,-0.002,-0.089,0.604,0.030000000000000027,0.794,0.07100000000000006,75,0.248,0:00:35.737307,0:00:00.314526
50,10,2,0.6,MultinomialNB(),-1.25,-1.365,-0.2509999999999999,1.04,0.06400000000000006,1.874,0.19800000000000018,37,0.123,0:00:00.003566,0:00:00.289225
50,10,2,0.6,LinearSVC(max_iter=10000),0.01,-0.061,-0.129,0.608,0.026000000000000023,0.841,0.10199999999999998,37,0.123,0:00:03.231581,0:00:00.289225
50,10,2,0.6,LogisticRegression(max_iter=10000),0.017,-0.018,-0.105,0.589,0.015000000000000013,0.807,0.08400000000000007,37,0.123,0:00:01.536398,0:00:00.289225
50,15,1,1,MultinomialNB(),-1.188,-1.074,0.0,0.966,0.0,1.644,0.0,370,1,0:00:00.014667,0:00:02.665612
50,15,1,1,LinearSVC(max_iter=10000),0.238,0.076,0.0,0.573,0.0,0.733,0.0,370,1,0:02:15.056533,0:00:02.665612
50,15,1,1,LogisticRegression(max_iter=10000),0.249,0.101,0.0,0.567,0.0,0.712,0.0,370,1,0:00:24.075429,0:00:02.665612
50,15,1,0.975,MultinomialNB(),-1.473,-1.284,-0.20999999999999996,1.031,0.06499999999999995,1.81,0.16600000000000015,247,0.668,0:00:00.022541,0:00:01.565052
50,15,1,0.975,LinearSVC(max_iter=10000),0.186,0.043,-0.033,0.587,0.014000000000000012,0.758,0.025000000000000022,247,0.668,0:01:48.995408,0:00:01.565052
50,15,1,0.975,LogisticRegression(max_iter=10000),0.203,0.074,-0.02700000000000001,0.579,0.01200000000000001,0.734,0.02200000000000002,247,0.668,0:00:12.805359,0:00:01.565052
50,15,1,0.95,MultinomialNB(),-1.586,-1.392,-0.31799999999999984,1.057,0.09099999999999997,1.896,0.252,211,0.57,0:00:00.010987,0:00:01.135085
50,15,1,0.95,LinearSVC(max_iter=10000),0.171,0.063,-0.012999999999999998,0.576,0.0030000000000000027,0.743,0.010000000000000009,211,0.57,0:01:29.774983,0:00:01.135085
50,15,1,0.95,LogisticRegression(max_iter=10000),0.176,0.077,-0.024000000000000007,0.577,0.010000000000000009,0.732,0.020000000000000018,211,0.57,0:00:35.763717,0:00:01.135085
50,15,1,0.925,MultinomialNB(),-1.689,-1.516,-0.44199999999999995,1.08,0.1140000000000001,1.994,0.3500000000000001,189,0.511,0:00:00.027874,0:00:01.807305
50,15,1,0.925,LinearSVC(max_iter=10000),0.146,0.014,-0.062,0.586,0.013000000000000012,0.782,0.049000000000000044,189,0.511,0:00:49.817949,0:00:01.807305
50,15,1,0.925,LogisticRegression(max_iter=10000),0.149,0.049,-0.052000000000000005,0.587,0.020000000000000018,0.754,0.04200000000000004,189,0.511,0:00:19.253387,0:00:01.807305
50,15,1,0.9,MultinomialNB(),-1.235,-1.074,0.0,0.977,0.01100000000000001,1.644,0.0,168,0.454,0:00:00.020583,0:00:00.909794
50,15,1,0.9,LinearSVC(max_iter=10000),0.11,0.019,-0.056999999999999995,0.586,0.013000000000000012,0.778,0.04500000000000004,168,0.454,0:00:38.288180,0:00:00.909794
50,15,1,0.9,LogisticRegression(max_iter=10000),0.133,0.049,-0.052000000000000005,0.581,0.014000000000000012,0.754,0.04200000000000004,168,0.454,0:00:10.950328,0:00:00.909794
50,15,1,0.85,MultinomialNB(),-1.195,-1.055,0.019000000000000128,0.973,0.007000000000000006,1.629,-0.014999999999999902,138,0.373,0:00:00.008912,0:00:00.705018
50,15,1,0.85,LinearSVC(max_iter=10000),0.074,-0.026,-0.102,0.609,0.03600000000000003,0.813,0.07999999999999996,138,0.373,0:00:30.720281,0:00:00.705018
50,15,1,0.85,LogisticRegression(max_iter=10000),0.095,-0.018,-0.11900000000000001,0.601,0.03400000000000003,0.807,0.09500000000000008,138,0.373,0:00:11.282286,0:00:00.705018
50,15,1,0.8,MultinomialNB(),-1.181,-1.09,-0.016000000000000014,0.979,0.013000000000000012,1.656,0.01200000000000001,115,0.311,0:00:00.015934,0:00:00.604841
50,15,1,0.8,LinearSVC(max_iter=10000),0.052,-0.036,-0.11199999999999999,0.609,0.03600000000000003,0.821,0.08799999999999997,115,0.311,0:00:24.761393,0:00:00.604841
50,15,1,0.8,LogisticRegression(max_iter=10000),0.07,-0.013,-0.114,0.597,0.030000000000000027,0.803,0.09100000000000008,115,0.311,0:00:09.926962,0:00:00.604841
50,15,1,0.7,MultinomialNB(),-1.286,-1.2,-0.1259999999999999,1.003,0.03699999999999992,1.744,0.10000000000000009,75,0.203,0:00:00.005867,0:00:00.499010
50,15,1,0.7,LinearSVC(max_iter=10000),0.054,-0.011,-0.087,0.601,0.028000000000000025,0.801,0.06800000000000006,75,0.203,0:00:12.901783,0:00:00.499010
50,15,1,0.7,LogisticRegression(max_iter=10000),0.08,-0.002,-0.10300000000000001,0.604,0.03700000000000003,0.794,0.08200000000000007,75,0.203,0:00:10.639155,0:00:00.499010
50,15,1,0.6,MultinomialNB(),-1.25,-1.365,-0.2909999999999999,1.04,0.07400000000000007,1.874,0.2300000000000002,37,0.1,0:00:00.004817,0:00:00.439552
50,15,1,0.6,LinearSVC(max_iter=10000),0.01,-0.061,-0.137,0.608,0.03500000000000003,0.841,0.10799999999999998,37,0.1,0:00:04.107984,0:00:00.439552
50,15,1,0.6,LogisticRegression(max_iter=10000),0.016,-0.018,-0.11900000000000001,0.589,0.02200000000000002,0.807,0.09500000000000008,37,0.1,0:00:04.256717,0:00:00.439552
50,15,2,1,MultinomialNB(),-1.25,-1.129,0.0,0.984,0.0,1.688,0.0,328,1,0:00:00.016673,0:00:02.191632
50,15,2,1,LinearSVC(max_iter=10000),0.24,0.064,0.0,0.579,0.0,0.742,0.0,328,1,0:02:11.586837,0:00:02.191632
50,15,2,1,LogisticRegression(max_iter=10000),0.246,0.088,0.0,0.576,0.0,0.722,0.0,328,1,0:00:17.257820,0:00:02.191632
50,15,2,0.975,MultinomialNB(),-1.473,-1.284,-0.15500000000000003,1.031,0.04699999999999993,1.81,0.12200000000000011,247,0.753,0:00:00.015361,0:00:01.397452
50,15,2,0.975,LinearSVC(max_iter=10000),0.186,0.043,-0.021000000000000005,0.587,0.008000000000000007,0.758,0.016000000000000014,247,0.753,0:01:14.949301,0:00:01.397452
50,15,2,0.975,LogisticRegression(max_iter=10000),0.203,0.074,-0.013999999999999999,0.579,0.0030000000000000027,0.734,0.01200000000000001,247,0.753,0:00:06.793550,0:00:01.397452
50,15,2,0.95,MultinomialNB(),-1.586,-1.392,-0.2629999999999999,1.057,0.07299999999999995,1.896,0.20799999999999996,211,0.643,0:00:00.009519,0:00:01.043924
50,15,2,0.95,LinearSVC(max_iter=10000),0.171,0.063,-0.0010000000000000009,0.576,-0.0030000000000000027,0.743,0.0010000000000000009,211,0.643,0:00:45.969425,0:00:01.043924
50,15,2,0.95,LogisticRegression(max_iter=10000),0.176,0.077,-0.010999999999999996,0.577,0.0010000000000000009,0.732,0.010000000000000009,211,0.643,0:00:05.421103,0:00:01.043924
50,15,2,0.925,MultinomialNB(),-1.689,-1.516,-0.387,1.08,0.09600000000000009,1.994,0.30600000000000005,189,0.576,0:00:00.008991,0:00:00.913440
50,15,2,0.925,LinearSVC(max_iter=10000),0.146,0.014,-0.05,0.586,0.007000000000000006,0.782,0.040000000000000036,189,0.576,0:00:39.124877,0:00:00.913440
