Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train R2, Test R2, Test R2 (gain), MAE, MAE (gain), MSE, MSE (gain), Patterns Count, Patterns Ratio, Training Time, Pruning Time

Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train R2, Test R2, Test R2 (gain), MAE, MAE (gain), MSE, MSE (gain), Patterns Count, Patterns Ratio, Training Time, Pruning Time

25,10,2,0.7,MultinomialNB(),-1.301,-1.208,-1.277,1.009,0.429,1.75,1.012,74,0.297,0:00:00.005014,0:00:00.286436,

25,10,2,0.7,LinearSVC(max_iter=10000),0.055,-0.016,-0.085,0.603,0.022,0.805,0.067,74,0.297,0:00:09.567225,0:00:00.286436,

25,10,2,0.7,LogisticRegression(max_iter=10000),0.08,-0.003,-0.072,0.603,0.022,0.795,0.057,74,0.297,0:00:02.581146,0:00:00.286436,

25,10,2,0.6,MultinomialNB(),-1.385,-1.482,-1.551,1.073,0.493,1.967,1.23,36,0.145,0:00:00.003528,0:00:00.260574,

25,10,2,0.6,LinearSVC(max_iter=10000),0.013,-0.063,-0.133,0.61,0.03,0.843,0.105,36,0.145,0:00:02.903424,0:00:00.260574,

25,10,2,0.6,LogisticRegression(max_iter=10000),0.018,-0.013,-0.082,0.587,0.006,0.803,0.065,36,0.145,0:00:01.146721,0:00:00.260574,

25,15,1,1.0,MultinomialNB(),-1.202,-1.097,0.0,0.974,0.0,1.662,0.0,347,1.0,0:00:00.013715,0:00:02.553966,

25,15,1,1.0,LinearSVC(max_iter=10000),0.236,0.083,0.0,0.576,0.0,0.727,0.0,347,1.0,0:01:39.246354,0:00:02.553966,

25,15,1,1.0,LogisticRegression(max_iter=10000),0.245,0.092,0.0,0.572,0.0,0.719,0.0,347,1.0,0:00:09.093231,0:00:02.553966,

25,15,1,0.975,MultinomialNB(),-1.439,-1.247,-1.339,1.026,0.453,1.781,1.061,245,0.706,0:00:00.011781,0:00:01.298593,

25,15,1,0.975,LinearSVC(max_iter=10000),0.18,0.046,-0.046,0.585,0.012,0.756,0.037,245,0.706,0:01:05.911968,0:00:01.298593,

25,15,1,0.975,LogisticRegression(max_iter=10000),0.196,0.072,-0.021,0.579,0.006,0.736,0.016,245,0.706,0:00:05.980787,0:00:01.298593,

25,15,1,0.95,MultinomialNB(),-1.578,-1.386,-1.478,1.054,0.482,1.891,1.171,210,0.605,0:00:00.009961,0:00:01.020296,

25,15,1,0.95,LinearSVC(max_iter=10000),0.172,0.063,-0.03,0.576,0.003,0.743,0.023,210,0.605,0:00:47.132578,0:00:01.020296,

25,15,1,0.95,LogisticRegression(max_iter=10000),0.173,0.078,-0.014,0.576,0.003,0.731,0.011,210,0.605,0:00:05.016778,0:00:01.020296,

25,15,1,0.925,MultinomialNB(),-1.689,-1.516,-1.608,1.08,0.507,1.994,1.274,189,0.545,0:00:00.008570,0:00:00.918136,

25,15,1,0.925,LinearSVC(max_iter=10000),0.146,0.014,-0.079,0.586,0.013,0.782,0.062,189,0.545,0:00:28.550030,0:00:00.918136,

25,15,1,0.925,LogisticRegression(max_iter=10000),0.149,0.047,-0.045,0.588,0.015,0.755,0.036,189,0.545,0:00:04.025913,0:00:00.918136,

25,15,1,0.9,MultinomialNB(),-1.235,-1.074,-1.166,0.977,0.404,1.644,0.924,168,0.484,0:00:00.008893,0:00:00.779710,

25,15,1,0.9,LinearSVC(max_iter=10000),0.11,0.019,-0.073,0.586,0.013,0.778,0.058,168,0.484,0:00:33.217442,0:00:00.779710,

25,15,1,0.9,LogisticRegression(max_iter=10000),0.132,0.049,-0.044,0.581,0.008,0.754,0.035,168,0.484,0:00:07.091863,0:00:00.779710,

25,15,1,0.85,MultinomialNB(),-1.195,-1.055,-1.147,0.973,0.401,1.629,0.909,138,0.398,0:00:00.006793,0:00:00.609944,

25,15,1,0.85,LinearSVC(max_iter=10000),0.074,-0.026,-0.118,0.609,0.037,0.813,0.094,138,0.398,0:00:19.800512,0:00:00.609944,

25,15,1,0.85,LogisticRegression(max_iter=10000),0.095,-0.018,-0.111,0.601,0.029,0.807,0.088,138,0.398,0:00:05.511345,0:00:00.609944,

25,15,1,0.8,MultinomialNB(),-1.181,-1.09,-1.182,0.979,0.406,1.656,0.937,115,0.331,0:00:00.006936,0:00:00.527418,

25,15,1,0.8,LinearSVC(max_iter=10000),0.052,-0.036,-0.129,0.609,0.037,0.821,0.102,115,0.331,0:00:15.870091,0:00:00.527418,

25,15,1,0.8,LogisticRegression(max_iter=10000),0.07,-0.017,-0.109,0.598,0.026,0.806,0.087,115,0.331,0:00:04.701173,0:00:00.527418,

25,15,1,0.7,MultinomialNB(),-1.286,-1.2,-1.293,1.003,0.431,1.744,1.024,75,0.216,0:00:00.004956,0:00:00.375990,

25,15,1,0.7,LinearSVC(max_iter=10000),0.054,-0.011,-0.103,0.601,0.029,0.801,0.082,75,0.216,0:00:09.488050,0:00:00.375990,

25,15,1,0.7,LogisticRegression(max_iter=10000),0.08,-0.005,-0.098,0.605,0.033,0.797,0.078,75,0.216,0:00:02.693035,0:00:00.375990,

25,15,1,0.6,MultinomialNB(),-1.25,-1.365,-1.457,1.04,0.467,1.874,1.155,37,0.107,0:00:00.003896,0:00:00.347741,

25,15,1,0.6,LinearSVC(max_iter=10000),0.01,-0.061,-0.153,0.608,0.036,0.841,0.121,37,0.107,0:00:03.213872,0:00:00.347741,

25,15,1,0.6,LogisticRegression(max_iter=10000),0.016,-0.018,-0.111,0.589,0.016,0.807,0.088,37,0.107,0:00:01.146631,0:00:00.347741,

25,15,2,1.0,MultinomialNB(),-1.272,-1.169,0.0,1.003,0.0,1.719,0.0,295,1.0,0:00:00.013550,0:00:01.691303,

25,15,2,1.0,LinearSVC(max_iter=10000),0.231,0.045,0.0,0.59,0.0,0.757,0.0,295,1.0,0:08:50.045805,0:00:01.691303,

25,15,2,1.0,LogisticRegression(max_iter=10000),0.236,0.081,0.0,0.58,0.0,0.729,0.0,295,1.0,0:00:08.176768,0:00:01.691303,

25,15,2,0.975,MultinomialNB(),-1.433,-1.231,-1.312,1.019,0.44,1.768,1.04,243,0.824,0:00:00.011025,0:00:01.284912,

25,15,2,0.975,LinearSVC(max_iter=10000),0.185,0.046,-0.035,0.587,0.007,0.756,0.028,243,0.824,0:01:24.499606,0:00:01.284912,

25,15,2,0.975,LogisticRegression(max_iter=10000),0.196,0.068,-0.013,0.582,0.002,0.739,0.01,243,0.824,0:00:06.349545,0:00:01.284912,

25,15,2,0.95,MultinomialNB(),-1.582,-1.395,-1.475,1.057,0.478,1.898,1.169,209,0.708,0:00:00.010061,0:00:01.057463,

25,15,2,0.95,LinearSVC(max_iter=10000),0.17,0.061,-0.019,0.577,-0.003,0.744,0.015,209,0.708,0:00:57.000017,0:00:01.057463,

25,15,2,0.95,LogisticRegression(max_iter=10000),0.177,0.072,-0.009,0.579,-0.001,0.736,0.007,209,0.708,0:00:05.565159,0:00:01.057463,

25,15,2,0.925,MultinomialNB(),-1.689,-1.516,-1.596,1.08,0.5,1.994,1.265,189,0.641,0:00:00.008879,0:00:00.919675,

25,15,2,0.925,LinearSVC(max_iter=10000),0.146,0.014,-0.067,0.586,0.006,0.782,0.053,189,0.641,0:00:41.451767,0:00:00.919675,

25,15,2,0.925,LogisticRegression(max_iter=10000),0.149,0.047,-0.033,0.588,0.008,0.755,0.027,189,0.641,0:00:04.081428,0:00:00.919675,

25,15,2,0.9,MultinomialNB(),-1.235,-1.074,-1.155,0.977,0.397,1.644,0.915,168,0.569,0:00:00.009531,0:00:00.857348,

25,15,2,0.9,LinearSVC(max_iter=10000),0.11,0.019,-0.062,0.586,0.006,0.778,0.049,168,0.569,0:00:35.227479,0:00:00.857348,

25,15,2,0.9,LogisticRegression(max_iter=10000),0.132,0.049,-0.032,0.581,0.001,0.754,0.026,168,0.569,0:00:08.784179,0:00:00.857348,

25,15,2,0.85,MultinomialNB(),-1.195,-1.055,-1.136,0.973,0.394,1.629,0.9,138,0.468,0:00:00.006815,0:00:00.569827,

25,15,2,0.85,LinearSVC(max_iter=10000),0.074,-0.026,-0.107,0.609,0.03,0.813,0.085,138,0.468,0:00:23.430875,0:00:00.569827,

25,15,2,0.85,LogisticRegression(max_iter=10000),0.095,-0.018,-0.099,0.601,0.021,0.807,0.079,138,0.468,0:00:05.942079,0:00:00.569827,

25,15,2,0.8,MultinomialNB(),-1.181,-1.09,-1.17,0.979,0.399,1.656,0.928,115,0.39,0:00:00.007092,0:00:00.448957,

