Forest Size, Forest depth, R2, MAE, MSE, 
64, 5, 0.2069405836017678,0.4959183673469388,0.6285714285714286, 
64, 10, 0.33439656123719796,0.4091836734693878,0.5275510204081633, 
64, 15, 0.4258043835817994,0.35714285714285715,0.45510204081632655, 
